manufacturer,model,year,engine_dropdown,engine_name,stock_bhp,stage1_bhp,bhp_gain,stock_torque,stage1_torque,torque_gain,options_available,ecus,tools,stage_name,stage_id,parent_vehicle_id
Alfa Romeo,Giulietta,2019 -> ...,2.2 JTD - 160hp,2.2 JTD,160,220,60,450,530,80,,['Bosch EDC17C69'],"['Alientech KESS3', 'Autotuner Autotuner', 'CMD CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Trasdata']",Stage 1,25471,17258
Alfa Romeo,GT,All Years,1.9 JTD - 150hp,1.9 JTD,150,185,35,305,380,75,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Decat', 'Flaps', 'Speed Limiter Disable', 'Adblue']","['Bosch EDC16C8', 'Bosch EDC16C39']","['Alientech K-TAG', 'Alientech KESSv2', 'CMDFlash', 'MagicMotorsport Flex']",Stage 1,5600,78
Alfa Romeo,GT,All Years,1.9 JTD - 170hp,1.9 JTD,170,200,30,330,400,70,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC16C39'],['Alientech KESSv2'],Stage 1,5601,79
Alfa Romeo,GT,All Years,2.0 JTS - 165hp,2.0 JTS,165,177,12,206,218,12,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MED7.1.1'],"['Alientech KESSv2', 'Dimsport New Trasdata']",Stage 1,5598,76
Alfa Romeo,GT,All Years,3.2 V6 - 240hp,3.2 V6,240,265,25,300,325,25,"['Specific DTC Disable', 'Pops & Bangs', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch ME7.3.1'],,Stage 1,5599,77
Alfa Romeo,MiTo,2008 -> 2016,0.9 TwinAir - 85hp,0.9 TwinAir,85,95,10,145,190,45,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Swirl Flaps', 'Speed Limiter Disable']",['Marelli MM8GMF'],['Alientech KESSv2'],Stage 1,5602,80
Alfa Romeo,MiTo,2008 -> 2016,0.9 TwinAir - 105hp,0.9 TwinAir,105,110,5,145,190,45,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Marelli 8GSW'],['Alientech KESSv2'],Stage 1,5603,4914
Alfa Romeo,MiTo,2008 -> 2016,1.4 16v - 78hp,1.4 16v,78,100,22,120,130,10,"['Specific DTC Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Marelli IAW5SF', 'Bosch ME7.9.10', 'Marelli MM8GMF']","['Alientech KESSv2', 'CMDFlash', 'MagicMotorsport Flex']",Stage 1,5604,81
Alfa Romeo,MiTo,2008 -> 2016,1.4 16v - 95hp,1.4 16v,95,100,5,125,130,5,"['Specific DTC Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch ME7.9.10', 'Marelli MM8GMF']",,Stage 1,5605,82
Alfa Romeo,MiTo,2008 -> 2016,1.4 Multiair - 105hp,1.4 Multiair,105,120,15,130,150,20,"['Specific DTC Disable', 'Flaps', 'Speed Limiter Disable', 'Pops & Bangs', 'Decat', 'Start/Stop Disable']",['Marelli MM8GMF'],"['Alientech KESSv2', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Alientech KESS3', 'Autotuner Autotuner', 'ByteShooter Toolbox', 'CMD CMDFlash']",Stage 1,25019,16680
Alfa Romeo,MiTo,2008 -> 2016,1.4 MultiAir - 140hp,1.4 MultiAir,140,180,40,230,285,55,"['Decat', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Pops & Bangs', 'Speed Limiter Disable']","['Marelli MM8GMF', 'Marelli MM8GMK']","['Alientech KESSv2', 'Autotuner Autotuner', 'MagicMotorsport Flex', 'Dimsport New Genius']",Stage 1,25247,16961
Alfa Romeo,MiTo,2008 -> 2016,1.4 T-Multiair - 135hp,1.4 T-Multiair,135,160,25,205,300,95,"['Specific DTC Disable', 'Flaps', 'Speed Limiter Disable', 'Pops & Bangs', 'Decat', 'Start/Stop Disable']",['Marelli MM8GMF'],"['Alientech KESSv2', 'CMDFlash', 'MagicMotorsport Flex', 'Autotuner', 'Alientech KESS3']",Stage 1,5608,85
Alfa Romeo,MiTo,2008 -> 2016,1.4 T-Multiair - 163hp,1.4 T-Multiair,163,185,22,250,290,40,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch ME7.9.10'],,Stage 1,5610,87
Alfa Romeo,MiTo,2008 -> 2016,1.4 T-Multiair - 170hp,1.4 T-Multiair,170,185,15,250,290,40,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Marelli MM8GMF'],['Alientech KESSv2'],Stage 1,5611,88
Alfa Romeo,MiTo,2008 -> 2016,1.4 Turbo - 115hp,1.4 Turbo,115,150,35,200,250,50,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch ME7.9.10'],,Stage 1,5606,83
Alfa Romeo,MiTo,2008 -> 2016,1.4 Turbo - 120hp,1.4 Turbo,120,150,30,201,250,49,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch ME7.9.10', 'Bosch MED17.3.0']","['Alientech KESSv2', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius']",Stage 1,5607,84
Alfa Romeo,MiTo,2008 -> 2016,1.4 Turbo - 155hp,1.4 Turbo,155,175,20,230,280,50,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch ME7.9.10'],"['Alientech KESSv2', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata']",Stage 1,5609,86
Alfa Romeo,MiTo,2008 -> 2016,1.3 JTD M-jet - 85hp,1.3 JTD M-jet,85,110,25,200,250,50,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Marelli MJ8DF'],"['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex']",Stage 1,5612,89
Alfa Romeo,MiTo,2008 -> 2016,1.3 JTD M-jet - 90hp,1.3 JTD M-jet,90,110,20,200,245,45,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Marelli MJD6F3'],"['Alientech KESSv2', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius']",Stage 1,5613,90
Alfa Romeo,MiTo,2008 -> 2016,1.3 JTD M-jet - 95hp,1.3 JTD M-jet,95,115,20,206,240,34,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Marelli MJD8DF'],"['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex']",Stage 1,5614,91
Alfa Romeo,MiTo,2008 -> 2016,1.6 Jtdm - 115hp,1.6 Jtdm,115,145,30,320,380,60,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC16C39'],['CMDFlash'],Stage 1,5615,92
Alfa Romeo,MiTo,2008 -> 2016,1.6 Jtdm - 120hp,1.6 Jtdm,120,145,25,320,380,60,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']","['Bosch EDC16C39', 'Bosch EDC17C49']","['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex']",Stage 1,5616,93
Alfa Romeo,MiTo,2016 -> ...,0.9 TwinAir - 90hp,0.9 TwinAir,90,110,20,145,190,45,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Marelli 8GSF'],,Stage 1,20594,12223
Alfa Romeo,MiTo,2016 -> ...,0.9 TwinAir - 105hp,0.9 TwinAir,105,110,5,145,190,45,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Marelli 8GSW'],,Stage 1,5617,4915
Alfa Romeo,MiTo,2016 -> ...,1.4 Multiair - 140hp,1.4 Multiair,140,165,25,230,300,70,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Marelli MM8GMF', 'Marelli 8GMK']","['Alientech KESSv2', 'CMDFlash', 'Dimsport New Genius']",Stage 1,5618,4916
Alfa Romeo,MiTo,2016 -> ...,1.4 Multiair - 170hp,1.4 Multiair,170,185,15,250,290,40,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Marelli 8GMF', 'Marelli MM8GMK']","['Alientech KESSv2', 'MagicMotorsport Flex']",Stage 1,5619,4917
Alfa Romeo,MiTo,2016 -> ...,1.3 Multijet - 80hp,1.3 Multijet,80,105,25,200,250,50,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']","['Marelli MJD8DF', 'Marelli MJD9DF']",,Stage 1,20595,12224
Alfa Romeo,MiTo,2016 -> ...,1.3 Multijet - 95hp,1.3 Multijet,95,120,25,200,250,50,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']","['Marelli MJD8DF', 'Marelli MJ9DF']",,Stage 1,5620,4918
Alfa Romeo,Spider,All Years,1.8 TB - 200hp,1.8 TB,200,240,40,320,400,80,,,,Stage 1,5621,94
Alfa Romeo,Spider,All Years,2.0 16v - 150hp,2.0 16v,150,168,18,181,198,17,"['Specific DTC Disable', 'Flaps', 'Speed Limiter Disable', 'Decat']",['Bosch ME7.3.1'],['Alientech KESS3'],Stage 1,25348,17091
Alfa Romeo,Spider,All Years,2.0 JTS 16v - 164hp,2.0 JTS 16v,164,180,16,204,223,19,['Specific DTC Disable'],['Bosch MED7.1.1'],['Alientech KESS3'],Stage 1,25623,17508
Alfa Romeo,Spider,All Years,2.2 JTS - 185hp,2.2 JTS,185,195,10,230,240,10,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MED7.6.1'],['CMD CMDFlash'],Stage 1,24646,16298
Alfa Romeo,Spider,All Years,3.0 V6 - 218hp,3.0 V6,218,235,17,265,285,20,['Rev Limiter Increase'],['Bosch ME3.1'],"['Alientech KESSv2', 'Dimsport New Genius', 'Alientech KESS3']",Stage 1,25584,17460
Alfa Romeo,Spider,All Years,3.2 V6 - 260hp,3.2 V6,260,275,15,300,325,25,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MED7.6.2'],,Stage 1,5622,95
Alfa Romeo,Spider,All Years,2.0 Jtdm - 163hp,2.0 Jtdm,163,195,32,360,425,65,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC16C39'],,Stage 1,5623,96
Alfa Romeo,Spider,All Years,2.0 Jtdm - 170hp,2.0 Jtdm,170,195,25,360,425,65,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC16C39'],,Stage 1,5624,97
Alfa Romeo,Spider,All Years,2.4 Jtdm - 200hp,2.4 Jtdm,200,235,35,400,470,70,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC16C39'],"['Alientech KESSv2', 'CMDFlash']",Stage 1,5625,98
Alfa Romeo,Spider,All Years,2.4 Jtdm - 210hp,2.4 Jtdm,210,240,30,400,480,80,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC16C39'],,Stage 1,5626,99
Alfa Romeo,Stelvio,2017 -> 2018,2.0 TB - 200hp,2.0 TB,200,310,110,330,460,130,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Marelli M10JA'],"['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata', 'bFlash']",Stage 1,5627,8390
Alfa Romeo,Stelvio,2017 -> 2018,2.0 TB - 280hp,2.0 TB,280,310,30,400,460,60,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Marelli M10JA'],"['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata']",Stage 1,5628,8391
Alfa Romeo,Stelvio,2017 -> 2018,Quadrifoglio - 2.9 V6 Turbo - 510hp,Quadrifoglio - 2.9 V6 Turbo,510,560,50,600,700,100,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MED17.3.5'],"['Alientech KESS3', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Trasdata', 'bFlash']",Stage 1,5629,8392
Alfa Romeo,Stelvio,2017 -> 2018,2.2 JTD - 150hp,2.2 JTD,150,220,70,380,530,150,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC17C69'],['Autotuner'],Stage 1,5630,8393
Alfa Romeo,Stelvio,2017 -> 2018,2.2 JTD - 180hp,2.2 JTD,180,220,40,450,530,80,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC17C69'],"['Autotuner', 'MagicMotorsport Flex', 'Dimsport New Trasdata']",Stage 1,5631,8394
Alfa Romeo,Stelvio,2017 -> 2018,2.2 JTD - 210hp,2.2 JTD,210,230,20,470,550,80,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC17C69'],"['Alientech KESS3', 'Autotuner', 'MagicMotorsport Flex', 'Dimsport New Trasdata']",Stage 1,13284,9687
Alfa Romeo,Stelvio,2019 -> ...,2.0 TB - 200hp,2.0 TB,200,310,110,330,460,130,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Marelli M10JA'],"['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata', 'bFlash']",Stage 1,5632,8395
Alfa Romeo,Stelvio,2019 -> ...,2.0 TB - 280hp,2.0 TB,280,310,30,400,460,60,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Marelli M10JA'],"['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata']",Stage 1,5633,8396
Alfa Romeo,Stelvio,2019 -> ...,2.9 V6 Turbo - 510hp,2.9 V6 Turbo,510,560,50,600,700,100,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MED17.3.5'],"['Alientech KESS3', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Trasdata', 'bFlash']",Stage 1,5634,8397
Alfa Romeo,Stelvio,2019 -> ...,2.2 JTD - 160hp,2.2 JTD,160,220,60,380,530,150,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC17C69'],"['Alientech KESS3', 'Autotuner', 'MagicMotorsport Flex']",Stage 1,5635,8398
Alfa Romeo,Stelvio,2019 -> ...,2.2 JTD - 190hp,2.2 JTD,190,220,30,380,530,150,,['Bosch EDC17C69'],,Stage 1,5636,8399
Alfa Romeo,Stelvio,2019 -> ...,2.2 JTD - 210hp,2.2 JTD,210,230,20,470,550,80,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC17C69'],"['Alientech KESS3', 'Autotuner', 'MagicMotorsport Flex', 'Dimsport New Trasdata']",Stage 1,5637,8400
Alfa Romeo,Tonale,2022 -> ...,1.3T Multiair eQ4 - 280hp,1.3T Multiair eQ4,280,300,20,430,460,30,,,,Stage 1,23766,15421
Alfa Romeo,Tonale,2022 -> ...,1.5T - 131hp,1.5T,131,170,39,240,300,60,,,,Stage 1,23763,11118
Alfa Romeo,Tonale,2022 -> ...,1.5T - 160hp,1.5T,160,190,30,240,300,60,,,,Stage 1,23764,11119
Alfa Romeo,Tonale,2022 -> ...,1.6 VGT-D - 130hp,1.6 VGT-D,130,155,25,320,380,60,,,,Stage 1,23765,15420
Alpina,B3,All Years,3.0 Biturbo - 410hp,3.0 Biturbo,410,450,40,600,680,80,"['Specific DTC Disable', 'Launch control', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MEVD17.2'],['Autotuner'],Stage 1,5645,107
Alpina,B3,All Years,3.0 Biturbo - 462hp,3.0 Biturbo,462,490,28,700,760,60,"['Specific DTC Disable', 'Launch control', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",,,Stage 1,19516,11126
Alpina,B3,All Years,3.5 i - 360hp,3.5 i,360,400,40,500,560,60,"['Specific DTC Disable', 'Launch control', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MEVD17.2', 'Siemens/Continental MSD80']","['Alientech KESSv2', 'Autotuner']",Stage 1,5644,106
Alpina,B3 S,All Years,3.0T - 440hp,3.0T,440,480,40,660,700,40,,,,Stage 1,19517,11127
Alpina,B3 S,All Years,3.5 i - 400hp,3.5 i,400,450,50,540,600,60,"['Specific DTC Disable', 'Launch control', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MEVD17.2'],,Stage 1,5646,108
Alpina,B4,All Years,B4 Biturbo - 410hp,B4 Biturbo,410,450,40,600,680,80,,['Bosch MEVD17.2'],,Stage 1,5647,109
Alpina,B4,All Years,B4 S 3.0T - 440hp,B4 S 3.0T,440,480,40,660,700,40,,,,Stage 1,19518,11128
Alpina,B5,2005 -> 2013,4.4 V8 Supercharged - 507hp,4.4 V8 Supercharged,507,527,20,700,730,30,"['Specific DTC Disable', 'Pops & Bangs', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch ME9.2'],,Stage 1,5648,110
Alpina,B5,2005 -> 2013,B5 Biturbo - 540hp,B5 Biturbo,540,575,35,730,800,70,"['Specific DTC Disable', 'Launch control', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MEVD17.2.8', 'Siemens/Continental MSD85']",['Autotuner'],Stage 1,5649,111
Alpina,B5,2013 -> 2017,4.4 V8 Bi-Turbo - 600hp,4.4 V8 Bi-Turbo,600,680,80,800,850,50,['Specific DTC Disable'],,['Autotuner'],Stage 1,19519,11129
Alpina,B6,All Years,4.4 V8 Bi-turbo - 500hp,4.4 V8 Bi-turbo,500,600,100,700,800,100,"['Specific DTC Disable', 'Pops & Bangs', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MEV946'],,Stage 1,5650,112
Alpina,B6,All Years,4.4 V8 Bi-turbo - 600hp,4.4 V8 Bi-turbo,600,680,80,800,850,50,"['Specific DTC Disable', 'Pops & Bangs', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MEV946', 'Bosch MEVD17.2.8']",,Stage 1,5652,4919
Alpina,B6,All Years,B6 Biturbo - 540hp,B6 Biturbo,540,575,35,730,800,70,"['Specific DTC Disable', 'Pops & Bangs', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MEV946', 'Bosch MEVD17.2.8']",,Stage 1,5651,113
Alpina,B6 S,All Years,4.4 V8 Bi-turbo - 530hp,4.4 V8 Bi-turbo,530,600,70,725,800,75,"['Specific DTC Disable', 'Pops & Bangs', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MEV946'],,Stage 1,5653,114
Alpina,B7,F01 - 2011 -> 2016,4.4 V8 Bi-turbo - 507hp,4.4 V8 Bi-turbo,507,600,93,700,800,100,,"['Bosch ME9.2', 'Siemens/Continental MSD85']",,Stage 1,5654,115
Alpina,B7,F01 - 2011 -> 2016,B7 Biturbo - 540hp,B7 Biturbo,540,575,35,730,800,70,,"['Bosch MEV946', 'Bosch MEVD17.2.8']",,Stage 1,5655,116
Alpina,B7,G12 - 2017 -> ...,B7 Bi-Turbo - 608hp,B7 Bi-Turbo,608,680,72,800,900,100,,"['Bosch ME9.2', 'Bosch MG1CS002']",,Stage 1,5656,8401
Alpina,B8,2021 -> ...,4.4 Bi-Turbo V8 - 621hp,4.4 Bi-Turbo V8,621,680,59,800,850,50,,,,Stage 1,19520,11131
Alpina,D3,All Years,2.0d - 200hp,2.0d,200,230,30,410,460,50,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']","['Bosch EDC17C50', 'Bosch EDC17C76']",,Stage 1,5638,100
Alpina,D3,All Years,2.0d - 214hp,2.0d,214,265,51,450,480,30,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']","['Bosch EDC17C50', 'Bosch EDC17C76', 'Bosch EDC17CP02']",['Autotuner'],Stage 1,5639,101
Alpina,D3,All Years,D3 Biturbo - 350hp,D3 Biturbo,350,395,45,700,750,50,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC17CP45'],,Stage 1,5640,102
Alpina,D4,All Years,D4 Biturbo - 350hp,D4 Biturbo,350,395,45,700,750,50,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC17CP45'],,Stage 1,5642,104
Alpina,D5,2012 -> ...,D5 Biturbo - 350hp,D5 Biturbo,350,395,45,700,750,50,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC17CP45'],"['Autotuner', 'Dimsport New Trasdata']",Stage 1,5643,105
Alpina,D5,2012 -> ...,S 3.0 Bi-Turbo - 388hp,S 3.0 Bi-Turbo,388,450,62,800,850,50,,,,Stage 1,19521,11133
Alpina,XD3,All Years,3.0 Quad-Turbo - 388hp,3.0 Quad-Turbo,388,450,62,770,850,80,,['Bosch MD1CP002'],,Stage 1,19522,11135
Alpina,XD3,All Years,XD3 Biturbo - 350hp,XD3 Biturbo,350,395,45,700,750,50,,['Bosch EDC17CP45'],,Stage 1,5641,103
Alpina,XD4,2018 -> 2020,3.0 Quad-Turbo - 388hp,3.0 Quad-Turbo,388,450,62,770,850,80,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Speed Limiter Disable']",,,Stage 1,19515,11124
Alpine,A110,2017 -> ...,1.8 Turbo - 252hp,1.8 Turbo,252,285,33,320,430,110,"['Specific DTC Disable', 'Launch control', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Speed Limiter Disable', 'Anti lag']","['Hitachi BED436 SH72533', 'Hitachi BED501']","['Alientech KESSv2', 'Autotuner', 'bFlash']",Stage 1,23401,15038
Alpine,A110,2017 -> ...,GT 1.8 Turbo - 300hp,GT 1.8 Turbo,300,320,20,340,400,60,,['Hitachi BED501'],"['Autotuner', 'Dimsport New Genius', 'bFlash', 'Alientech KESS3']",Stage 1,25329,17061
Alpine,A110,2017 -> ...,S 1.8 Turbo - 292hp,S 1.8 Turbo,292,310,18,320,430,110,,"['Hitachi BED501', 'Hitachi BED501']",['Autotuner'],Stage 1,23402,15039
Aston Martin,DB11,All Years,4.0 V8 - 510hp,4.0 V8,510,560,50,650,800,150,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MED17.7.5'],['CMDFlash'],Stage 1,5662,8406
Aston Martin,DB11,All Years,4.0 V8 - 535hp,4.0 V8,535,570,35,650,820,170,,,,Stage 1,19526,11140
Aston Martin,DB11,All Years,5.2 V12 BiTurbo - 608hp,5.2 V12 BiTurbo,608,700,92,700,900,200,"['Specific DTC Disable', 'Launch control', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch ME17.8.31'],"['Autotuner', 'bFlash']",Stage 1,5663,8407
Aston Martin,DB11,All Years,5.2 V12 BiTurbo - 639hp,5.2 V12 BiTurbo,639,700,61,700,900,200,,['Bosch MED17.8.31'],,Stage 1,19527,11141
Aston Martin,DB9,All Years,5.9 V12 - 455hp,5.9 V12,455,480,25,570,590,20,"['Specific DTC Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Ford EEC-VI'],['Alientech KESSv2'],Stage 1,13285,117
Aston Martin,DB9,All Years,5.9 V12 - 517hp,5.9 V12,517,540,23,620,640,20,"['Specific DTC Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Ford EEC-VI'],['Alientech KESSv2'],Stage 1,5660,8405
Aston Martin,DB9,All Years,6.0 V12 - 477hp,6.0 V12,477,500,23,600,620,20,"['Specific DTC Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Ford EEC-VI'],"['Alientech KESSv2', 'Dimsport New Genius']",Stage 1,5661,118
Aston Martin,DBS,All Years,5.2 V12 BiTurbo - 725hp,5.2 V12 BiTurbo,725,760,35,900,990,90,"['Specific DTC Disable', 'Launch control', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",,,Stage 1,19528,11142
Aston Martin,DBS,All Years,5.9 V12 - 517hp,5.9 V12,517,540,23,570,590,20,"['Specific DTC Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Ford EEC-VI'],['Alientech KESSv2'],Stage 1,5664,119
Aston Martin,DBS,All Years,770 Ultimate - 770hp,770 Ultimate,770,800,30,900,990,90,,,,Stage 1,25791,17907
Aston Martin,Rapide,All Years,6.0 V12 - 477hp,6.0 V12,477,500,23,600,630,30,"['Specific DTC Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Ford EEC-VI'],['Alientech KESSv2'],Stage 1,5665,120
Aston Martin,Rapide,All Years,S - 5.2 V12 Bi-turbo - 560hp,S - 5.2 V12 Bi-turbo,560,575,15,630,650,20,"['Decat', 'Specific DTC Disable', 'Flaps', 'Speed Limiter Disable']",['Bosch ME17.8.31'],['Autotuner Autotuner'],Stage 1,25724,11143
